3#__tn,3$__tt,5$__idx,1$__cid
tt__Introduction et Variations sur une Ronde Populaire,cid__title,1.0,1
idx__61,tt__512533,1,1.0
tt__512533,cid__length,1.0,1
idx__61,tt__Gabriel Pierén,1,1.0
tt__Gabriel Pierén,cid__artist,1.0,1
idx__61,tt__Encore!,1,1.0
tt__Encore!,cid__album,1.0,1
idx__61,tt__1998,1,1.0
tt__1998,cid__year,1.0,1
idx__61,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__62,tt__011-Der Weg Zum Licht,1,1.0
tt__011-Der Weg Zum Licht,cid__title,1.0,1
idx__62,tt__7m 9sec,1,1.0
tt__7m 9sec,cid__length,1.0,1
idx__62,tt__Nihilistic Front,1,1.0
tt__Nihilistic Front,cid__artist,1.0,1
idx__62,tt__Mia Runa (2005),1,1.0
tt__Mia Runa (2005),cid__album,1.0,1
idx__62,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__63,tt__Selffish - Sound Judgement,1,1.0
tt__Selffish - Sound Judgement,cid__title,1.0,1
idx__63,tt__319,1,1.0
tt__319,cid__length,1.0,1
idx__63,tt__electronica@*.lv,1,1.0
tt__electronica@*.lv,cid__album,1.0,1
idx__63,tt__3,1,1.0
tt__3,cid__year,1.0,1
idx__63,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__64,tt__Domenico Modugno - La distania es como el viento,1,1.0
tt__Domenico Modugno - La distania es como el viento,cid__title,1.0,1
idx__64,tt__240,1,1.0
tt__240,cid__length,1.0,1
idx__64,tt__Románticos Inolvidables Vol 2,1,1.0
tt__Románticos Inolvidables Vol 2,cid__album,1.0,1
idx__64,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__65,tt__La distancia es como el viento,1,1.0
tt__La distancia es como el viento,cid__title,1.0,1
idx__65,tt__240000,1,1.0
tt__240000,cid__length,1.0,1
idx__65,tt__Domenico Modugno,1,1.0
tt__Domenico Modugno,cid__artist,1.0,1
idx__65,tt__Románticos Inolvidables Vol 2,1,1.0
tt__Románticos Inolvidables Vol 2,cid__album,1.0,1
idx__65,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__66,tt__La distancia es como el viento - Románticos Inolvidables Vol 2,1,1.0
tt__La distancia es como el viento - Románticos Inolvidables Vol 2,cid__title,1.0,1
idx__66,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__66,tt__Domenico Modugno,1,1.0
tt__Domenico Modugno,cid__artist,1.0,1
idx__66,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__67,tt__012-La distancia es como el viento,1,1.0
tt__012-La distancia es como el viento,cid__title,1.0,1
idx__67,tt__4m 0sec,1,1.0
tt__4m 0sec,cid__length,1.0,1
idx__67,tt__Domenico Modugno,1,1.0
tt__Domenico Modugno,cid__artist,1.0,1
idx__67,tt__Romanticos Inolvidables Vol 2 (unknown),1,1.0
tt__Romanticos Inolvidables Vol 2 (unknown),cid__album,1.0,1
idx__67,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__68,tt__La distancia es como el viento (Románticos Inolvidables Vol 2),1,1.0
tt__La distancia es como el viento (Románticos Inolvidables Vol 2),cid__title,1.0,1
idx__68,tt__04:00,1,1.0
tt__04:00,cid__length,1.0,1
idx__68,tt__Domenico Modugno,1,1.0
tt__Domenico Modugno,cid__artist,1.0,1
idx__68,tt__Románticos Inolvidables Vol 2,1,1.0
tt__Románticos Inolvidables Vol 2,cid__album,1.0,1
idx__69,tt__Lark Daddy - Flip Flop,1,1.0
tt__Lark Daddy - Flip Flop,cid__title,1.0,1
idx__69,tt__270,1,1.0
tt__270,cid__length,1.0,1
idx__69,tt__Eleven Phases: Detroit Compilation,1,1.0
tt__Eleven Phases: Detroit Compilation,cid__album,1.0,1
idx__69,tt__98,1,1.0
tt__98,cid__year,1.0,1
idx__69,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__70,tt__Flip Flop - Eleven Phases: Detroit Compilation,1,1.0
tt__Flip Flop - Eleven Phases: Detroit Compilation,cid__title,1.0,1
idx__70,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__70,tt__Lark Daddy,1,1.0
tt__Lark Daddy,cid__artist,1.0,1
idx__70,tt__'98,1,1.0
tt__'98,cid__year,1.0,1
idx__70,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__71,tt__'Pines of Rome' - The Pines of the Villa Borghese (Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995),1,1.0
tt__'Pines of Rome' - The Pines of the Villa Borghese (Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995),cid__title,1.0,1
idx__71,tt__02:42,1,1.0
tt__02:42,cid__length,1.0,1
idx__71,tt__Ottorino Respighi,1,1.0
tt__Ottorino Respighi,cid__artist,1.0,1
idx__71,tt__Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995,1,1.0
tt__Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995,cid__album,1.0,1
idx__71,tt__1995,1,1.0
tt__1995,cid__year,1.0,1
idx__72,tt__Ottorino Respighi - 'Pines of Rome' - The Pines of the Villa BorghesRe,1,1.0
tt__Ottorino Respighi - 'Pines of Rome' - The Pines of the Villa BorghesRe,cid__title,1.0,1
idx__72,tt__162,1,1.0
tt__162,cid__length,1.0,1
idx__72,tt__Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995,1,1.0
tt__Debussy - La Mer & Respighi - Pines and Fountains of Rome - RCA LS 1995,cid__album,1.0,1
idx__72,tt__95,1,1.0
tt__95,cid__year,1.0,1
idx__72,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__73,tt__020-Annemarie,1,1.0
tt__020-Annemarie,cid__title,1.0,1
idx__73,tt__1m 46sec,1,1.0
tt__1m 46sec,cid__length,1.0,1
idx__73,tt__Feest Team,1,1.0
tt__Feest Team,cid__artist,1.0,1
idx__73,tt__Apres Ski Safari: Vol 4 (2007),1,1.0
tt__Apres Ski Safari: Vol 4 (2007),cid__album,1.0,1
idx__73,tt__n.a.,1,1.0
tt__n.a.,cid__language,1.0,1
idx__74,tt__005-Candy / All I Do Is Dream of You / Spring Is Here / 720 in the Books / It Happened in Monterey / What Can I Say After I Say I'm Sorry,1,1.0
tt__005-Candy / All I Do Is Dream of You / Spring Is Here / 720 in the Books / It Happened in Monterey / What Can I Say After I Say I'm Sorry,cid__title,1.0,1
idx__74,tt__6m 42sec,1,1.0
tt__6m 42sec,cid__length,1.0,1
idx__74,tt__Ella Fitzgerald,1,1.0
tt__Ella Fitzgerald,cid__artist,1.0,1
idx__74,tt__30 by Ella (1999),1,1.0
tt__30 by Ella (1999),cid__album,1.0,1
idx__74,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__75,tt__Candy / All I Do Is Dream of You / Spring Is Here / 720 in the Books / It Happened in Monterey / What Can I Say After I Say I'm Sorry,1,1.0
tt__Candy / All I Do Is Dream of You / Spring Is Here / 720 in the Books / It Happened in Monterey / What Can I Say After I Say I'm Sorry,cid__title,1.0,1
idx__75,tt__402840,1,1.0
tt__402840,cid__length,1.0,1
idx__75,tt__Ella Fitzgerald,1,1.0
tt__Ella Fitzgerald,cid__artist,1.0,1
idx__75,tt__30 by Ella,1,1.0
tt__30 by Ella,cid__album,1.0,1
idx__75,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__75,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__76,tt__Uriah Heep - Southern Star,1,1.0
tt__Uriah Heep - Southern Star,cid__title,1.0,1
idx__76,tt__266,1,1.0
tt__266,cid__length,1.0,1
idx__76,tt__Into the Wild,1,1.0
tt__Into the Wild,cid__album,1.0,1
idx__76,tt__11,1,1.0
tt__11,cid__year,1.0,1
idx__76,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__77,tt__0B1-Southern Star,1,1.0
tt__0B1-Southern Star,cid__title,1.0,1
idx__77,tt__4m 26sec,1,1.0
tt__4m 26sec,cid__length,1.0,1
idx__77,tt__Heep Uriah,1,1.0
tt__Heep Uriah,cid__artist,1.0,1
idx__77,tt__Into the Wild (2011),1,1.0
tt__Into the Wild (2011),cid__album,1.0,1
idx__77,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__78,tt__Southern Star - Into the Wild,1,1.0
tt__Southern Star - Into the Wild,cid__title,1.0,1
idx__78,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__78,tt__Uriah Heep,1,1.0
tt__Uriah Heep,cid__artist,1.0,1
idx__78,tt__'11,1,1.0
tt__'11,cid__year,1.0,1
idx__78,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__79,tt__Southern Star,1,1.0
tt__Southern Star,cid__title,1.0,1
idx__79,tt__266000,1,1.0
tt__266000,cid__length,1.0,1
idx__79,tt__Into the Wild,1,1.0
tt__Into the Wild,cid__album,1.0,1
idx__79,tt__2011,1,1.0
tt__2011,cid__year,1.0,1
idx__79,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__80,tt__Southern Star (Into the Wild),1,1.0
tt__Southern Star (Into the Wild),cid__title,1.0,1
idx__80,tt__04:26,1,1.0
tt__04:26,cid__length,1.0,1
idx__80,tt__Uriah Heep,1,1.0
tt__Uriah Heep,cid__artist,1.0,1
idx__80,tt__Into the Wild,1,1.0
tt__Into the Wild,cid__album,1.0,1
idx__80,tt__2011,1,1.0
tt__2011,cid__year,1.0,1
idx__81,tt__Guns N’ Roses - Estranged,1,1.0
tt__Guns N’ Roses - Estranged,cid__title,1.0,1
idx__81,tt__681,1,1.0
tt__681,cid__length,1.0,1
idx__81,tt__Revolution Calling,1,1.0
tt__Revolution Calling,cid__album,1.0,1
idx__81,tt__91,1,1.0
tt__91,cid__year,1.0,1
idx__81,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__82,tt__Estranged - Revolution Calling,1,1.0
tt__Estranged - Revolution Calling,cid__title,1.0,1
idx__82,tt__11,1,1.0
tt__11,cid__length,1.0,1
idx__82,tt__Guns N’ Roses,1,1.0
tt__Guns N’ Roses,cid__artist,1.0,1
idx__82,tt__'91,1,1.0
tt__'91,cid__year,1.0,1
idx__82,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__83,tt__I Don't Want to Set the World on Fire - The Gals of the Big "D" Jamboree,1,1.0
tt__I Don't Want to Set the World on Fire - The Gals of the Big "D" Jamboree,cid__title,1.0,1
idx__83,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__83,tt__Lovett Sisters,1,1.0
tt__Lovett Sisters,cid__artist,1.0,1
idx__83,tt__'01,1,1.0
tt__'01,cid__year,1.0,1
idx__83,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__84,tt__005-Al verte las flores lloran,1,1.0
tt__005-Al verte las flores lloran,cid__title,1.0,1
idx__84,tt__2m 42sec,1,1.0
tt__2m 42sec,cid__length,1.0,1
idx__84,tt__Camaron de la Isla,1,1.0
tt__Camaron de la Isla,cid__artist,1.0,1
idx__84,tt__Una leyenda flamenca (1992),1,1.0
tt__Una leyenda flamenca (1992),cid__album,1.0,1
idx__84,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__85,tt__006-Murder & Mayhem,1,1.0
tt__006-Murder & Mayhem,cid__title,1.0,1
idx__85,tt__6m 26sec,1,1.0
tt__6m 26sec,cid__length,1.0,1
idx__85,tt__Noelle Hampton,1,1.0
tt__Noelle Hampton,cid__artist,1.0,1
idx__85,tt__Under  These Skies (unknown),1,1.0
tt__Under  These Skies (unknown),cid__album,1.0,1
idx__85,tt__E.,1,1.0
tt__E.,cid__language,1.0,1
idx__86,tt__Mindsweeping - Cinematograph,1,1.0
tt__Mindsweeping - Cinematograph,cid__title,1.0,1
idx__86,tt__0,1,1.0
tt__0,cid__length,1.0,1
idx__86,tt__Scrooge,1,1.0
tt__Scrooge,cid__artist,1.0,1
idx__86,tt__'97,1,1.0
tt__'97,cid__year,1.0,1
idx__86,tt__[Multiple languages],1,1.0
tt__[Multiple languages],cid__language,1.0,1
idx__87,tt__011-Easter Processions: Hymne,1,1.0
tt__011-Easter Processions: Hymne,cid__title,1.0,1
idx__87,tt__2m 41sec,1,1.0
tt__2m 41sec,cid__length,1.0,1
idx__87,tt__[religious music],1,1.0
tt__[religious music],cid__artist,1.0,1
idx__87,tt__The Inspiration f Gregorian Chant (1995),1,1.0
tt__The Inspiration f Gregorian Chant (1995),cid__album,1.0,1
idx__87,tt__Lat.,1,1.0
tt__Lat.,cid__language,1.0,1
idx__88,tt__Easter Processions: Hymne (The Inspiration of Gregorian Chant),1,1.0
tt__Easter Processions: Hymne (The Inspiration of Gregorian Chant),cid__title,1.0,1
idx__88,tt__02:41,1,1.0
tt__02:41,cid__length,1.0,1
idx__88,tt__[religious music],1,1.0
tt__[religious music],cid__artist,1.0,1
idx__88,tt__The Inspiration of Gregorian Chant,1,1.0
tt__The Inspiration of Gregorian Chant,cid__album,1.0,1
idx__88,tt__1995,1,1.0
tt__1995,cid__year,1.0,1
idx__89,tt__EasterProcessions:Hymne,1,1.0
tt__EasterProcessions:Hymne,cid__title,1.0,1
idx__89,tt__161560,1,1.0
tt__161560,cid__length,1.0,1
idx__89,tt__[religious music],1,1.0
tt__[religious music],cid__artist,1.0,1
idx__89,tt__The Inspiration of Gregorian Chant,1,1.0
tt__The Inspiration of Gregorian Chant,cid__album,1.0,1
idx__89,tt__1995,1,1.0
tt__1995,cid__year,1.0,1
idx__89,tt__Latin,1,1.0
tt__Latin,cid__language,1.0,1
idx__90,tt__Red Chips,1,1.0
tt__Red Chips,cid__title,1.0,1
idx__90,tt__330946,1,1.0
tt__330946,cid__length,1.0,1
idx__90,tt__The Working Model (Reverse),1,1.0
tt__The Working Model (Reverse),cid__album,1.0,1
idx__90,tt__2003,1,1.0
tt__2003,cid__year,1.0,1
idx__90,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__91,tt__Boytronic - Red Chips,1,1.0
tt__Boytronic - Red Chips,cid__title,1.0,1
idx__91,tt__330,1,1.0
tt__330,cid__length,1.0,1
idx__91,tt__The Working Model (Reverse),1,1.0
tt__The Working Model (Reverse),cid__album,1.0,1
idx__91,tt__3,1,1.0
tt__3,cid__year,1.0,1
idx__91,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__92,tt__Red Chips (The Working Model (Reverse)),1,1.0
tt__Red Chips (The Working Model (Reverse)),cid__title,1.0,1
idx__92,tt__05:30,1,1.0
tt__05:30,cid__length,1.0,1
idx__92,tt__Boytronic,1,1.0
tt__Boytronic,cid__artist,1.0,1
idx__92,tt__The Working Model (Reverse),1,1.0
tt__The Working Model (Reverse),cid__album,1.0,1
idx__92,tt__2003,1,1.0
tt__2003,cid__year,1.0,1
idx__93,tt__Mi apuesta - Es,1,1.0
tt__Mi apuesta - Es,cid__title,1.0,1
idx__93,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__93,tt__Eruca Sativa,1,1.0
tt__Eruca Sativa,cid__artist,1.0,1
idx__93,tt__'10,1,1.0
tt__'10,cid__year,1.0,1
idx__93,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__94,tt__010-Mi apuesta,1,1.0
tt__010-Mi apuesta,cid__title,1.0,1
idx__94,tt__4m 17sec,1,1.0
tt__4m 17sec,cid__length,1.0,1
idx__94,tt__Eruca Sativa,1,1.0
tt__Eruca Sativa,cid__artist,1.0,1
idx__94,tt__Es (2010),1,1.0
tt__Es (2010),cid__album,1.0,1
idx__94,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__95,tt__Tropical Dudes - Busybodies,1,1.0
tt__Tropical Dudes - Busybodies,cid__title,1.0,1
idx__95,tt__227,1,1.0
tt__227,cid__length,1.0,1
idx__95,tt__Tropical Monsters,1,1.0
tt__Tropical Monsters,cid__album,1.0,1
idx__95,tt__8,1,1.0
tt__8,cid__year,1.0,1
idx__95,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__96,tt__005-Piranhes,1,1.0
tt__005-Piranhes,cid__title,1.0,1
idx__96,tt__5m 12sec,1,1.0
tt__5m 12sec,cid__length,1.0,1
idx__96,tt__Rattler,1,1.0
tt__Rattler,cid__artist,1.0,1
idx__96,tt__Demo 2012 (unknown),1,1.0
tt__Demo 2012 (unknown),cid__album,1.0,1
idx__96,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__97,tt__003-Jayne,1,1.0
tt__003-Jayne,cid__title,1.0,1
idx__97,tt__3m 37sec,1,1.0
tt__3m 37sec,cid__length,1.0,1
idx__97,tt__Stereophonics,1,1.0
tt__Stereophonics,cid__artist,1.0,1
idx__97,tt__The Sunday Times: The State of Independence - V2 (2007),1,1.0
tt__The Sunday Times: The State of Independence - V2 (2007),cid__album,1.0,1
idx__97,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__98,tt__Jayne (The Sunday Times: The State of Independence - V2),1,1.0
tt__Jayne (The Sunday Times: The State of Independence - V2),cid__title,1.0,1
idx__98,tt__03:37,1,1.0
tt__03:37,cid__length,1.0,1
idx__98,tt__Stereophonics,1,1.0
tt__Stereophonics,cid__artist,1.0,1
idx__98,tt__Sunday Times: The State of Independence - V2,1,1.0
tt__Sunday Times: The State of Independence - V2,cid__album,1.0,1
idx__98,tt__2007,1,1.0
tt__2007,cid__year,1.0,1
idx__99,tt__Jayne,1,1.0
tt__Jayne,cid__title,1.0,1
idx__99,tt__217493,1,1.0
tt__217493,cid__length,1.0,1
idx__99,tt__Stereophonics,1,1.0
tt__Stereophonics,cid__artist,1.0,1
idx__99,tt__The Sunday Times: The State of Independence - V2,1,1.0
tt__The Sunday Times: The State of Independence - V2,cid__album,1.0,1
idx__99,tt__2007,1,1.0
tt__2007,cid__year,1.0,1
idx__99,tt__Englis,1,1.0
tt__Englis,cid__language,1.0,1
idx__100,tt__Stereophonics---Jayne,1,1.0
tt__Stereophonics---Jayne,cid__title,1.0,1
idx__100,tt__217,1,1.0
tt__217,cid__length,1.0,1
idx__100,tt__The Sunday Times :The State of Independence - V2,1,1.0
tt__The Sunday Times :The State of Independence - V2,cid__album,1.0,1
idx__100,tt__7,1,1.0
tt__7,cid__year,1.0,1
idx__100,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__101,tt__Why Not - The Lizzi eMcGuire Movie,1,1.0
tt__Why Not - The Lizzi eMcGuire Movie,cid__title,1.0,1
idx__101,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__101,tt__Hilary Duff,1,1.0
tt__Hilary Duff,cid__artist,1.0,1
idx__101,tt__' 03,1,1.0
tt__' 03,cid__year,1.0,1
idx__101,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__102,tt__001-Why,1,1.0
tt__001-Why,cid__title,1.0,1
idx__102,tt__Not,1,1.0
tt__Not,cid__title,1.0,1
idx__102,tt__2m 58sec,1,1.0
tt__2m 58sec,cid__length,1.0,1
idx__102,tt__Hilary Duff,1,1.0
tt__Hilary Duff,cid__artist,1.0,1
idx__102,tt__The Lizzie McGuire Movie (2003),1,1.0
tt__The Lizzie McGuire Movie (2003),cid__album,1.0,1
idx__102,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__103,tt__Why Not,1,1.0
tt__Why Not,cid__title,1.0,1
idx__103,tt__178866,1,1.0
tt__178866,cid__length,1.0,1
idx__103,tt__Hilary Duff,1,1.0
tt__Hilary Duff,cid__artist,1.0,1
idx__103,tt__The Lizzie McGuire Movie,1,1.0
tt__The Lizzie McGuire Movie,cid__album,1.0,1
idx__103,tt__2003,1,1.0
tt__2003,cid__year,1.0,1
idx__103,tt__Eglish,1,1.0
tt__Eglish,cid__language,1.0,1
idx__104,tt__001-Nation of Sorrow,1,1.0
tt__001-Nation of Sorrow,cid__title,1.0,1
idx__104,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__104,tt__Battle Zone,1,1.0
tt__Battle Zone,cid__artist,1.0,1
idx__104,tt__Arson Around With Matches (unknown),1,1.0
tt__Arson Around With Matches (unknown),cid__album,1.0,1
idx__104,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__105,tt__Nation of Sorrow,1,1.0
tt__Nation of Sorrow,cid__title,1.0,1
idx__105,tt__Battle Zone,1,1.0
tt__Battle Zone,cid__artist,1.0,1
idx__105,tt__Arson Around With Matches,1,1.0
tt__Arson Around With Matches,cid__album,1.0,1
idx__105,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__106,tt__Ronin on Air,1,1.0
tt__Ronin on Air,cid__title,1.0,1
idx__106,tt__181000,1,1.0
tt__181000,cid__length,1.0,1
idx__106,tt__Younnat,1,1.0
tt__Younnat,cid__artist,1.0,1
idx__106,tt__Radiovision,1,1.0
tt__Radiovision,cid__album,1.0,1
idx__106,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__107,tt__022-Over There Story,1,1.0
tt__022-Over There Story,cid__title,1.0,1
idx__107,tt__unknown,1,1.0
tt__unknown,cid__length,1.0,1
idx__107,tt__Kruger Brothers,1,1.0
tt__Kruger Brothers,cid__artist,1.0,1
idx__107,tt__Carolina Scrapbook (1999),1,1.0
tt__Carolina Scrapbook (1999),cid__album,1.0,1
idx__108,tt__Molly Half Head - Vivid Whitsun,1,1.0
tt__Molly Half Head - Vivid Whitsun,cid__title,1.0,1
idx__108,tt__276,1,1.0
tt__276,cid__length,1.0,1
idx__108,tt__Sulk,1,1.0
tt__Sulk,cid__album,1.0,1
idx__108,tt__93,1,1.0
tt__93,cid__year,1.0,1
idx__108,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__109,tt__Vivid Whitsun,1,1.0
tt__Vivid Whitsun,cid__title,1.0,1
idx__109,tt__276000,1,1.0
tt__276000,cid__length,1.0,1
idx__109,tt__Molly Half Head,1,1.0
tt__Molly Half Head,cid__artist,1.0,1
idx__109,tt__Sulk,1,1.0
tt__Sulk,cid__album,1.0,1
idx__109,tt__1993,1,1.0
tt__1993,cid__year,1.0,1
idx__109,tt__Englihs,1,1.0
tt__Englihs,cid__language,1.0,1
idx__110,tt__Vivid Whitsun - Sulk,1,1.0
tt__Vivid Whitsun - Sulk,cid__title,1.0,1
idx__110,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__110,tt__Molly Half Head,1,1.0
tt__Molly Half Head,cid__artist,1.0,1
idx__110,tt__'93,1,1.0
tt__'93,cid__year,1.0,1
idx__110,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__111,tt__Vivid Whitsun (Sulk),1,1.0
tt__Vivid Whitsun (Sulk),cid__title,1.0,1
idx__111,tt__04:36,1,1.0
tt__04:36,cid__length,1.0,1
idx__111,tt__Molly Half Head,1,1.0
tt__Molly Half Head,cid__artist,1.0,1
idx__111,tt__Sulk,1,1.0
tt__Sulk,cid__album,1.0,1
idx__111,tt__1993,1,1.0
tt__1993,cid__year,1.0,1
idx__112,tt__001-Vivid Whitsun,1,1.0
tt__001-Vivid Whitsun,cid__title,1.0,1
idx__112,tt__4m 36sec,1,1.0
tt__4m 36sec,cid__length,1.0,1
idx__112,tt__Molly Half Head,1,1.0
tt__Molly Half Head,cid__artist,1.0,1
idx__112,tt__Sulk (1993),1,1.0
tt__Sulk (1993),cid__album,1.0,1
idx__112,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__113,tt__Nefes (live in Bodrum),1,1.0
tt__Nefes (live in Bodrum),cid__title,1.0,1
idx__113,tt__420000,1,1.0
tt__420000,cid__length,1.0,1
idx__113,tt__Telvin,1,1.0
tt__Telvin,cid__artist,1.0,1
idx__113,tt__Telvin,1,1.0
tt__Telvin,cid__album,1.0,1
idx__113,tt__2006,1,1.0
tt__2006,cid__year,1.0,1
idx__113,tt__Turkish,1,1.0
tt__Turkish,cid__language,1.0,1
idx__114,tt__005-Nefes (live in Bodrum),1,1.0
tt__005-Nefes (live in Bodrum),cid__title,1.0,1
idx__114,tt__7m 0sec,1,1.0
tt__7m 0sec,cid__length,1.0,1
idx__114,tt__Telvin,1,1.0
tt__Telvin,cid__artist,1.0,1
idx__114,tt__Telvin (2006),1,1.0
tt__Telvin (2006),cid__album,1.0,1
idx__114,tt__Tur.,1,1.0
tt__Tur.,cid__language,1.0,1
idx__115,tt__Nefes (live in Bodrum) - Telvin,1,1.0
tt__Nefes (live in Bodrum) - Telvin,cid__title,1.0,1
idx__115,tt__7,1,1.0
tt__7,cid__length,1.0,1
idx__115,tt__Telvin,1,1.0
tt__Telvin,cid__artist,1.0,1
idx__115,tt__'06,1,1.0
tt__'06,cid__year,1.0,1
idx__115,tt__Turkish,1,1.0
tt__Turkish,cid__language,1.0,1
idx__116,tt__Nefes (live in Bodrum) (Telvin),1,1.0
tt__Nefes (live in Bodrum) (Telvin),cid__title,1.0,1
idx__116,tt__07:00,1,1.0
tt__07:00,cid__length,1.0,1
idx__116,tt__Telvin,1,1.0
tt__Telvin,cid__artist,1.0,1
idx__116,tt__Telvin,1,1.0
tt__Telvin,cid__album,1.0,1
idx__116,tt__1996,1,1.0
tt__1996,cid__year,1.0,1
idx__117,tt__Telvin - Nefes (live in Bodrum),1,1.0
tt__Telvin - Nefes (live in Bodrum),cid__title,1.0,1
idx__117,tt__420,1,1.0
tt__420,cid__length,1.0,1
idx__117,tt__Telvin,1,1.0
tt__Telvin,cid__album,1.0,1
idx__117,tt__6,1,1.0
tt__6,cid__year,1.0,1
idx__117,tt__Turkish,1,1.0
tt__Turkish,cid__language,1.0,1
idx__118,tt__慈愛の言葉集/日常会話篇 - 「ハヤテのごとく!」 キャラクターCD 2,1,1.0
tt__慈愛の言葉集/日常会話篇 - 「ハヤテのごとく!」 キャラクターCD 2,cid__title,1.0,1
idx__118,tt__0,1,1.0
tt__0,cid__length,1.0,1
idx__118,tt__マリア starring 田中理恵,1,1.0
tt__マリア starring 田中理恵,cid__artist,1.0,1
idx__118,tt__'07,1,1.0
tt__'07,cid__year,1.0,1
idx__118,tt__Japanese,1,1.0
tt__Japanese,cid__language,1.0,1
idx__119,tt__001-Stronger Woman,1,1.0
tt__001-Stronger Woman,cid__title,1.0,1
idx__119,tt__4m 2sec,1,1.0
tt__4m 2sec,cid__length,1.0,1
idx__119,tt__Jewel,1,1.0
tt__Jewel,cid__artist,1.0,1
idx__119,tt__Perfectly Clear (2008),1,1.0
tt__Perfectly Clear (2008),cid__album,1.0,1
idx__119,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__120,tt__Stronger Woman,1,1.0
tt__Stronger Woman,cid__title,1.0,1
idx__120,tt__242693,1,1.0
tt__242693,cid__length,1.0,1
idx__120,tt__Jewel,1,1.0
tt__Jewel,cid__artist,1.0,1
idx__120,tt__Perfectly Clear,1,1.0
tt__Perfectly Clear,cid__album,1.0,1
idx__120,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__120,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__121,tt__ホームワーク (オリジナル・カラオケ) (ANNIVERSARY〜無限にCALLING YOU),1,1.0
tt__ホームワーク (オリジナル・カラオケ) (ANNIVERSARY〜無限にCALLING YOU),cid__title,1.0,1
idx__121,tt__00:00,1,1.0
tt__00:00,cid__length,1.0,1
idx__121,tt__松任谷由実,1,1.0
tt__松任谷由実,cid__artist,1.0,1
idx__121,tt__ANNIVERSARY〜無限にCALLING YOU,1,1.0
tt__ANNIVERSARY〜無限にCALLING YOU,cid__album,1.0,1
idx__121,tt__1989,1,1.0
tt__1989,cid__year,1.0,1
idx__122,tt__aMnassas - Johnny's Garden,1,1.0
tt__aMnassas - Johnny's Garden,cid__title,1.0,1
idx__122,tt__167,1,1.0
tt__167,cid__length,1.0,1
idx__122,tt__Carry On,1,1.0
