TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
270,143,1,3,31466115MB-01,7,If - Tesla,3.987,Silver Rocket,,'08,English
4490,143,2,4,101933-A01,7,007-If,3m 59sec,Silver Rocket,Tesla (2008),,Eng.
15259,143,3,5,7237211,7,If,239226,Silver Rocket,Tesla,2008,English
272,144,1,5,3368170,4,On the Bank,189906,Rude-Rich-and-the-High-Notes,Soul Stomp,,unk.
713,144,3,2,MBox9103135-HH,4,Rude Rich and the High Notes - On the Bank,189,,Soul Stomp,,English
2595,144,2,1,WoM6736336,4,On the Bank (Soul Stomp),03:09,Rude Rich and the High Notes,Soul Stomp,,
6791,144,4,3,14644211MB-01,4,On the Bank - Soul Stomp,3.165,Rude Rich and the High Notes,,,English
17811,144,5,4,47439-A034,4,004-On the Bank,3m 9sec,Rude Rich and the High Notes,Soul Stomp (unknown),,Eng.
276,145,1,2,MBox2141612-HH,9,Dubok - Immersed,307,,Immersed,0,English
9986,145,2,3,344523MB-01,9,Immersed,5.117,Dubok,Immersed,'00,English
278,146,1,1,WoM7918410,9,Iyole (Afrique Dynamique),06:20,Kanda Bongo Man,Afrique Dynamique,2001,
8764,146,3,3,1721394MB-01,9,Iyole - Afrique Dynamiuqe,6.34,Kanda Bongo Man,,'01,[Multiple languages]
9147,146,2,2,MBox10700521-HH,9,Kanda Bongo - Iyole,380,,Afrique Dynamique,1,[Multiple languages]
12013,146,5,5,3959194,9,Iyole,380400,Kanda Bongo Man,Afrique Dynamique,2001,[Multiple languages]
18393,146,4,4,55763-A054,9,009-Iyole,6m 20sec,Kanda Bongo Man,Afrique Dynamique (2001),,unknown
280,147,1,3,56983922MB-01,9,(Watch Out for) The Normal People - A Tonic for the Troops,,English,,'78,English
3235,147,2,4,184596-A029,9,009-(Watch Out for) The Normal People,unknown,The Boomtown Rats,A Tonic for the Troops (1978),,Eng.
8821,147,3,5,13106312,,(Watch Out for) The Normal People,,The Boomtown Rats,A Tonic for the Troops,1978,English
17013,147,4,1,WoM26212628,9,(Watch Out for) The Normal People (A Tonic for the Troops),00:00,Boomtown Rats,A Tonic for the Troops,2089,
18745,147,5,2,MBox35422436-HH,9,The Boomtown Rats - (Watch Out for) The Normal People,,,A Tonic for the Troops,78,English
281,148,1,3,2412668MB-01,15,Du finns hos mig - Kollektion,3.617,Ratata,,'06,Swedish
5430,148,2,4,78157-A05,15,015-Du finns hos mig,3m 37sec,Ratata,Kollektion (2006),,Swe.
282,149,1,3,18383MB-01,3,September in the Rain - The Ralph Sharon Trio Plays the Harry Warren Songbook,2.833,Ralph Sharon Trio,,,English
1156,149,2,4,595-A058,3,003-September in the Rain,2m 50sec,The Ralph Sharon Trio,The Ralph Sharon Trio Plays the Harry Warren Songbook (unknown),,Eng.
17750,149,3,5,42270,3,September in the Rain,170000,The Ralph Sharon Trio,The Ralph Sharon Trio Plays the Harry Warren Songbook,,English
287,152,1,5,2528109,9,Don't Dream It's Over,243960,Sixpence None the Richer,The Best of Sixpence None the Richer,2004,English
836,152,3,2,MBox6832722-HH,9,Sixpence-None-the-Richer---Don't-Dream-It's-Over,243,,The Best of Sixpence None the Richer,4,English
2709,152,5,4,35607-A045,9,009-Don't Dream It's Over,4m 3sec,Sixpence None the Richer,The Best of Sixpence None the Richer (2004),,Eng.
8227,152,4,3,1099182MB-01,9,Don't Dream It's Over - The Best of Sixpence None the Richer,4.066,Sixpence None the Richer,,'04,English
9257,152,2,1,WoM5056225,9,Don't Dream It's Over (The Best of Sixpence None the Richer),04:03,Sixpence None the Richer,The Best of Sixpence None the Richer,2004,
293,155,1,3,43674017MB-01,1,Jewel Thief - Jewel Thief / Flyer Manz,,Sukh Knight,,'10,English
15968,155,2,4,141479-A054,1,001-Jewel Thief,unknown,Sukh Knight,Jewel Thief / Flyer Manz (2010),,Eng.
294,156,1,2,MBox23080420-HH,7,Michel Sardou - Le Surveillant général,165,,Les N°1 de Michel Sardou,9,French
13887,156,2,3,3712941MB-01,7,Le Surveillant général - Les N°1 de Michel Sardou,2.75,Michel Sardou,,'09,French
17891,156,3,4,120278-A051,7,007-Le Surveillant general,2m 45sec,Michel  Sardou,Les N1 de Michel Sardou (2009),,Fre.
304,161,1,1,WoM11514842,2,ピンぼけ (渋滞ぬけみちなし),00:00,高田梢枝,渋滞ぬけみちなし,2004,
18936,161,2,2,MBox15560616-HH,2,高田梢枝 - ピンぼけ,,,渋滞ぬけみちなし,4,Japanese
306,162,1,5,16288675,E4,"A Wand'ring Minstrel I, From ""The Mikado""",261000,Sir William Gilbert & Sir Arthur Sullivan,Golden Sounds From the Classics,,English
1498,162,2,1,WoM32577341,0.00E+00,"A Wand'ring Minstrel I, From ""The Mikado"" (Golden Sounds From the Classics)",04:21,Sir William Gilbert & Sir Arthur Sullivan,Golden Sounds From the Classics,,
15921,162,3,2,MBox44023429-HH,E4,"Sir William Gilbert & Sir Arthur Sullivan - A Wand'ring Minstrel I, From ""The Mikado""",261,,Golden Sounds From the Classics,,English
307,163,1,5,12139470,11,Held Hostage,186000,The Las Resort,"Oi! The Singles Collection, Volume 2",1996,English
7274,163,2,1,WoM24278936,11,"Held Hostage (Oi! The Singles Collection, Volume 2)",03:06,Last Resort,"Oi! The Singles Collection, Volume 2",1996,
310,164,1,5,14864713,18,We R Who We R,204000,Keha,Animal + Cannibal,2011,English
9915,164,2,1,WoM29729429,18,We R Who We R (Animal + Cannibal),03:24,Ke$ha,Animal + CannibOal,2011,
315,167,1,4,100382-A061,13,"013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",0m 11sec,Georg Friedrich Handel,Serse (Atto Secondo) (2003),,Ita.
3614,167,2,5,7127150,13,"Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",11000,Georg Friedrich Händel,Serse (Atto Secondo),2003,Italian
318,169,1,1,WoM7696836,14,"Gorrendously Mutilated (BBestial Machinery Discography, Volume 1)",00:52,Agoraphobic Nosebleed,"Bestial Machinery Discography, Volume 1",2005,
5200,169,2,2,MBox10401125-HH,14,Agoraphobic Nosebleed - Gorrendously Mutilated,52,,"Bestial Machinery Discography, Volume 1",5,English
11415,169,3,3,16732221MB-01,14,"Gorrendously Mutilated - Bestial Machinery Discography, Volume 1",0.876,Agoraphobic Nosebleed,,'05,English
327,172,1,3,55671315MB-01,17,Perdóname - Motivando a la yal,2.817,Zion y Lennox,,'04,'04
2052,172,2,4,180344-A016,17,017-Perdoname,2m 49sec,Zion y Lennox,Motivando a la yal (2004),,Spa.
328,173,1,3,5060543MB-01,5,Let's Do It (Let's Fall in Love) - Midnight in Paris: Music From the Motion Picture,2.965,Conal Fowkes,,'11,[Multiple languages]
8242,173,2,4,163933-A028,5,005-Let's Do It (Let's vFall in Love),2m 57sec,Conal Fowkes,Mid night in Paris: Music From From the Motion Picture (2011),,unknown
333,175,1,3,15869311MB-01,9,Geltendes Recht - Projekt Aaskereia,6.97,Projekt Aaskereia,,,German
16158,175,2,4,51408-A08,9,009-Geltendes Recht,6m 58sec,Projekt Aaskereia,Projekt Aaskereia (unknown),,Ger.
340,177,1,1,WoM14965937,13,Sunflower (His Greatest Hits),02:51,Glen Campbell,His Greatest Hits,,
400,177,3,3,32534620MB-01,13,Sunflower - His Greatest Hits,2.862,Glen Campbell,,,English
6998,177,2,2,MBox20224229-HH,13,Glen Campbell - Sunflower,171,,His Greatest Hits,,English
344,178,1,1,WoM27048810,1,Ooh La La (Stay With Me: Faces Anthology),00:00,Faces,Stay With Me: Faces Anthology,2012,
8754,178,2,2,MBox36552418-HH,1,Faces - Ooh La La,,,Stay With Me: Faces Anthology,12,English
346,179,1,3,52061412MB-01,1,Il Dorment - frannce,5.65,Altar K,,'07,jFrench
8416,179,3,5,11974127,1,Ils Dorment,339000,Altar K,Frannce,2007,French
8778,179,4,1,WoM23948243,1,Ils Dorment (Frannce),05:39,Altar K,Frannce,2007,
12192,179,2,4,168650-A010,1,001-Ils Dorment,5m 39sec,Altar K,FRANNCE (2007),,Fre.
16497,179,5,2,MBox32362514-HH,1,Altar K - Ils Dorment,339,,Frannce,7,FrIench
348,181,1,2,MBox3661206-HH,13,Georges Brassens - Le Vent,76,,Paris romantique,8,French
7453,181,3,4,190795-A022,13,013-Le Vent,1m 16sec,Georges Brassens,Paris romantique (2008),,Fre.
17192,181,2,3,58897516MB-01,13,Le Vent - Paris romantique,1.267,Georges Brassens,,'08,French
271,185,3,5,8671968,5,'s Wonderful,151866,Sarah Vaughan,Great Ladies and Gents of Jazz,1999,English
356,185,1,3,3770429MB-01,5,'s Wonderful - Great Ladies and Gents of Jazz,2.531,Sarah Vaughan,,'99,English
5010,185,2,4,122140-A061,5,n.a.,2m 31sec,Sarah Vaughan,Great Ladies and Gents of Jazz (1999),,Eng.
18859,185,4,1,WoM17343934,5,'s Wonderful (Great Ladies and Gents of Jazz),02:31,Sarah Vaughan,Ladies and  Gents of Jazz,1999,
358,187,1,5,15064590,2,Legacy in Glass,227000,Raygun Ballet,Big California,2013,English
3252,187,2,1,WoM3012926,2,Legacy in Glass (Big California),03:47,Raygun Ballet,Big California,2013,
360,188,1,5,8642753,51,Harp Glissando (h),9000,Jim Rattigan,The Harp Album,,English
11644,188,2,1,WoM17285519,51,Harp Glissando (h) (The Harp Album),00:09,Jim Rattigan,The Harp Album,,
361,189,1,3,4963359MB-01,66,Brass Flutter Wop - Production Tools 1,0.133,Lisle Moore,,,English
19249,189,2,4,160785-A05,66,066-Brass Flutter Wop,0m 8sec,Lisle-Moore,Production Tools 1 (unknown),,Eng.
363,190,1,2,MBox28956521-HH,2,Mikelote & Pipa -- Gusanos,,,Beat Cunnilingüistas,11,Spanish
7576,190,2,3,46582215MB-01,2,Gusanos - Beat Cunnilingüistas,,Mikelote & Pipa,,'11,Spanish
365,191,1,1,WoM9236618,13,Mökit nukkuu lumiset (Joulu),05:21,Sakari Kukko,Joulu,2003,
9170,191,2,2,MBox12481911-HH,13,Sakari Kukko - Mökit nukkuu lumiset,321,,Joulu,3,Finnish
370,194,1,2,MBox23045715-HH,1,Σωκράτης Μάλαμας - Μιά βόλτα στα βαθιά,179,,Παραμύθια,91,Greek
16078,194,2,3,37073514MB-01,1,Μιά βόλτα στα βαθιά - Παραμύθια,2.983,Σωκράτης Μάλαμας,,'91,Greek
372,196,1,2,MBox42076826-HH,24,Ernesto Tagliaferri - Mandulinata a Napoli,175,,"Italian Popular Songs, Volume 1",,Itlaian
7494,196,2,3,67688813MB-01,13,"MandulinataaNapoliItalianPopularSongs,Volume1",2.924,Ernesto Tagliaferri,,,Italian
377,199,1,1,WoM19599319,4,Perfect Spot (Jason Manns),03:10,Jason Manns,Jason Manns,,
3138,199,2,2,MBox26485530-HH,4,Jason Manns - Perfect Spot,190,,Jason Manns,,English
13498,199,3,3,4260724MB-01,4,Perfect Spot - Jason Manns,3.176,Jason Manns,,,English
15225,199,5,5,9799653,4,Perfect Spot,190560,Jason Manns,Jason Manns,,English
15381,199,4,4,138023-A053,4,004-Perfect Spot,3m 10sec,Jason Manns,Jason Manns Manns (unknown),,Eng.
378,200,1,4,190912-A023,6,006-Woman's Work,2m 24sec,Tracy Chapman,Live Performances: 1988-2000 (disc 2) (unknown),,Eng.
5967,200,5,3,58933621MB-01,6,Woman's Work - Live Performances: 1988-2000 (isc 2),2.415,Tracy Chapman,,,English
9603,200,3,1,WoM2710958,6,Woman's Work (Live Performances: 1988-2000 (disc 2)),02:24,Tracy Chapman,Live Performances: 1988-2000 (disc2),,
11993,200,2,5,13554742,6,Woman's Work,144906,Tracy Chapman,Live Performances: 1988-2000 (disc 2h),,English
16548,200,4,2,MBox36634426-HH,6,Tracy Chapman - Woman's Work,144,,Live Performances: 1988-2000 (disc 2),,English
380,201,1,2,MBox3626836-HH,2,"Johann Sebastian Bach - Doppelkonzert für 2 Violinen und Orchester D-Moll BWV 1043 (Largo Ma Non Tanto) (J. Brezina, F. Elias, Soloviolinen Carmerata Romana feat. conductor: Eugen Duvier)",432,,Classic Dreams,,German
1556,201,2,3,58344614MB-01,3,"Doppelkonzert für 2 Violinen und Orchester D-Moll BWV 1043 (Largo Ma Non Tanto) (J. Brezina, F. Elias, Soloviolinen Carmerata Romana feat. conductor: Eugen Duvier) - Classic Dreams",7.2,Johann Sebastian Bach,,,German
382,202,1,1,WoM17124031,13,There's a Drill Sergeant There (Marching Cadences of the U.S. Army Infantry),01:21,Sun Harbor's Chorus,Marching Cadences of the U.S. Army Infantry,2002,
9597,202,2,2,MBox2314065-HH,14,Sun Harbor's Chorus - There's a Drill Sergeant There,81,,Marching Cadences of the U.S. Army Infantry,2,English
385,204,1,2,MBox17460122-HH,3,"Hans Pfitzner - Palestrina: II. Akt, V. Szene ""Darf ich die Frage stellen, warum nicht nach der Reih""",424,,Palestrina (Chor & Symphonie-Orchester des Bayerischen Rundfunks feat. conductor: Rafael Kubelik),89,German
7830,204,2,3,28088014MB-01,3,"Palestrina: II. Akt, V. Szene ""Darf ich die Frage stellen, warum nicht nach der Reih"" - Palestrina (Chor & Symphonie-Orchester des Bayerischen Rundfunks feat. conductor: Rafael Kubelik)",7.081,Hans Pfitzner,,'89,German
11405,204,3,4,90989-A061,3,"003-Palestrina: II. Akt, V. Szene ""Darf ich die Frage stellen, warum nicht nach der Reih""",7m 4sec,Hans Pfitzner,Palestrina (Chor & Symphonie-Orchester des Bayerischen Rundfunks feat. conductor: Rafael Kubelik) (1989),,Ger.
388,206,1,2,MBox14209836-HH,32,Seeed - Pressure,162,,Live,6,[Multiple languages]
8723,206,3,4,74051-A062,21,021-Pressure,2m 42sec,Seeed,Live (2006),,unknown
14889,206,2,3,22859318MB-01,21,Pressure - Live,2.71,Seeed,,'06,[Multiple languages]
389,207,1,5,3383848,10,Imperial March (Simon Preston),314707,Sir Edward Elgar,Great Organ Works,,English
730,207,2,1,WoM6767714,10,Imperial March (Simon Preston) (Great Organ Works),05:14,Sir Edward Elgar,Great Organ Works,,
4326,207,3,2,MBox9145525-HH,10,Sir Edward Elgar - Imperial March (Simon Preston),314,,Great Organ Works,,English
391,208,1,2,MBox711423-HH,2,2NU - This Is Ponderous (remix),219,,Command Z,,English
11786,208,2,3,114451MB-01,2,This Is Ponderous (remix) - Command Z,3.658,2NU,,,English
393,210,1,1,WoM1026642,19,"Take Away Your Rosy Lips (Gonna Rock 'n' Roll, Gonna Dance All Night)",00:00,Hardrock Gunter,"Gonna Rock 'n' Roll, Gonna Dance All Night",2000,
1630,210,2,2,MBox1387353-HH,19,Hardrock Gunter - Take Away Your Rosy Lips,,,"Gonna Rock 'n' Roll, Gonna Dance All Night",0,English
397,212,1,2,MBox41477432-HH,18,Tomi Metsäketo & Johanna Kurkela - Tahdon tanssia kanssasi,260,,Uneni kaunein: Parhaat 2005-2011,11,Finnish
5327,212,2,3,6672467MB-01,18,Tahdon tanssia kanssasi - Uneni kaunein: Parhaat 2005-2011,4.337,Tomi Metsäketo & Johanna Kurkela,,'11,Finnish
399,213,1,2,MBox5527618-HH,10,Tina May & Tony Coe - April in Paris,307,,Jazz Piquant,,
9747,213,2,3,8892219MB-01,10,April in Paris - Jazz Piquant,5.119,Tina May & Tony Coe,,,
401,214,1,5,456600,2,Nada,365000,Robert Rich,Humidity,2000,English
15484,214,3,2,MBox1234032-HH,Humidity,Robert Rich - Nada,365,,2,0,English
16348,214,2,1,WoM913216,2,Nada (Humidity),06:05,Robert Rich,Humidity,2000,
402,215,1,2,MBox1292832-HH,2,Faith and the Muse - The Silver Circle,187,,"Annwyn, Beneath the Waves",1,English
12525,215,2,3,207989MB-01,2,"The Silver Circle - Annwyn, Beneath the Waves",3.119,Faith and the Muse,,'01,English
407,218,1,4,111860-A026,6,006-Adeptus Satanicus,4m 44sec,Manufacturer's Pride,Sound of God's Absence (2009),,Eng.
8133,218,2,5,7942053,6,Adeptus Satanicus,284000,Manufacturer's Pride,Sound of God's Absence,2009,English
410,219,1,2,MBox19957324-HH,10,Polifónica Turolense - Kyrie (Orbis factor),90,,Canto Gregoriano y Polifonía (Disco 1),8,
10881,219,2,3,3210531MB-01,20,Kyrie (Orbis factor) - Canto Gregoriano y Polifonía (Disco 1),,PolifónicaT urolense,,'08,
411,220,1,5,1614969,3,From Your Place on Sunset,496000,Low,Murderer,2003,English
9473,220,2,1,WoM3229935,3,From Your Place on Sunset (Murderer),08:16,Low,Murderer,2003,
11702,220,5,4,22746-A036,3,003-From  Your Place on Sunset,8m 16sec,Low,Murderer (2003),,Eng.
13447,220,4,3,702168MB-01,3,From Your Place on Sunset - Murderer,8.267,Low,,'03,English
17835,220,3,2,MBox436485-HH,3,Low - From Your Place on Sunset,496,,Murderer,4,English
417,222,1,4,n.a.,6,006-Where the Girls Are,unknown,Billy Crurington,That's Just Me (unknown),,unknown
15831,222,2,5,1206224,6,Where the Girls Are,,Billy Currington,That's Just Me,,
121,223,4,4,179846-A029,6,006-Turning,3m 21sec,Glass America,Fathom (unknown),,Eng.
420,223,1,1,WoM25538128,6,Turning (Fathom),03:21,Glass America,Fathom,,
6449,223,2,2,MBox3451104-HH,6,Glass America - Turning,201,,Fathom,,English
8867,223,3,3,55517621MB-01,6,Turning - Fahom,3.35,Glass America,,,E nglish
13828,223,5,5,12769062,6,Turning,201000,Glass America,Fathom,,English
425,225,1,3,3458562MB-01,10,Time for Pepper - The Impossibility of Silence,1.633,Black Sun Productions,,'06,English
822,225,2,4,112038-A018,10,010-Time for Pepper,1m 38sec,Black Sun Productions,The Impossibility of Silence (2006),,Eng.
839,225,5,2,MBox21499128-HH,10,Black Sun Productions - Time for Pepper,98,,The Impossibility of Silence,7,English
4791,225,4,1,WoM15909349,10,Time for Pepper (The Impossibility of Silence),01:38,Black Sun Productions,The Impossibility of Silence,2006,
10378,225,3,5,7954683,10,Time for for Pepper,98000,Black Sun Productions,The Impossibility of Silence,2006,English
427,227,1,2,MBox40085332-HH,13,Dr. Feelgood - I Can Tell (live),179,,All Through the City (With Wilko 1974-1977),13,English
3147,227,2,3,64485115MB-01,13,I Can Tell (live) - All Through the City (With Wilko 1974-1977),2.817,Dr. Feelgood,,'13,English
8197,227,3,4,208895-A069,13,013-I Can Tell (live),2m 49sec,Dr. Feelgood,All Through the City (With Wilko 1974-1977) (2013),,Eng.
14458,227,4,5,14831581,13,I Can Tell (live),169000,Feelgood,All Through the City (With Wilko 1974-1977),2013,English
430,228,1,3,4998475MB-01,10,"The Snow Maiden, Op. 12: No. 10. Melodrama - BBC Music, Volume 13, Number 4: Russian Christmas",4.639,Пётр Ильич Чайковский,,'04,English
18284,228,2,4,161922-A050,10,"The Snow Maiden, Op. 12: No. 10. Melodrama",4m 38sec,  ,"BBC Music, Volume 13, Number 4: Russian Christmas (2004)",,Eng.
434,230,1,1,WoM7639135,7,In the Summertime (King of the Road: The Best of Roger Miller),01:48,Roger Miller,King of the Road: The Best of Roger Miller,1992,
8993,230,3,3,16606812MB-01,7,In the Summertime - King of the Road: The Best of Roger Miller,1.806,RogerM il ler,,'92,English
15756,230,2,2,MBox10323134-HH,7,Roger Miller - In the Summertime,108,,King of the Road: The Best of Roger Miller,92,English
443,235,1,5,14005756,8,On A Drowsy Sea,222466,Tear Ceremony,An Hourglass Of Opals,1993,English
17122,235,2,1,WoM28011522,8,On A Drowsy Sea (An Hourglass Of Opals),03:42,Tear Ceremony,An Hourglass Of Opals,1993,
446,237,1,1,WoM5475224,6,Nowhere (It All Makes Sense Now),01:39,Króm,It All Makes Sense Now,2003,
15695,237,2,2,MBox7398927-HH,6,Króm - Nowhere,99,,It All Makes Sense Now,3,English
460,246,1,1,WoM2452480,3,Join the Team (XXL Jingles 1),00:00,[unknown],XXL Jingles 1,,
609,246,2,2,MBox3314164-HH,3,[unknown] - Join the Team,,,XXL Jingles 1,,English
463,248,1,3,68449610MB-01,18,How Dov You Sleep - Totally Stoned,4.933,Stone Rosses,,'98,English
840,248,2,4,221738-A046,18,018-Ho Do You Sleep,4m 56sec,The Stone Roses,Totally Stoned (1998),,Eng.
467,251,1,1,WoM18318218,2,St Louis Blues March (Swing Greats),03:51,Colin Busby Big Swing Band,Swing Greats,1999,
5241,251,2,2,MBox24754323-HH,2,The Colin Busby Big Swing Band - St Louis Blues March,231,,Swing Greats,99,English
470,253,1,5,9150375,19,Complainte de Pablo Neruda,250000,Jean Ferrat,BBest Of 3C,2009,French
567,253,5,4,128878-A070,19,019-Complainte de Pablo Neruda,4m 10sec,Jean Ferrat,Best Of 3CD (2009),,Fre.
9508,253,2,1,WoM18300741,19,Complainte de Pablo Neruda (Best Of 3CD),04:10,Jean Ferrat,Best Of 3CD,2009,
16953,253,4,3,39784216MB-01,19,Complainte de Pablo Neruda - Best Of 3CD,4.167,Jean Ferrat,,'09,French
19000,253,3,2,MBox24730728-HH,19,Jean Ferrat - Complainte de PabloN eruda,250,,Best Of 3CD,9,Frenhc
477,257,1,2,MBox762423-HH,5,Orquesta Broadway - Arrepientete,,,Pasaporte,,
5885,257,4,5,2820945,5,Arrepientete,245133,Orquesta Broadway,Pasaporte,,
7246,257,3,4,39732-A06,5,005-Arrepientete,4m 5sec,Orquesta Broadway,Pasaporte (unknown),,unknown
16765,257,2,3,1226502MB-01,5,Arrepientete - Pasaporte,4.086,Orquesta Broadway,,,
480,259,1,2,MBox1455277-HH,4,"Franz Schubert - Symphony No. 3 in D major, D 200: II. Allegretto",244,,"The Complete Symphonies, Volume 1",95,Englisb
4727,259,2,3,23410817MB-01,4,"Symphony N. 3 in  m. aD 200: II. AlJegretto -  C omplete Symprhonies, Volue |",4.067,Franz Schubert,,'95,English
481,260,1,2,MBox555722-HH,3,Vromb - Éclairs,345,,Rayons,3,French
11015,260,2,3,893987MB-01,3,Éclairs - Rayons,5.753,Vromb,,'03,French
488,264,1,2,MBox3730305-HH,4,Adolphson & Falk - Mer jul,237,,Absolute Christmas,8,[Multiple languages]
10727,264,2,3,60009117MB-01,4,Mer jul - Absolute Christmas,3.95,Adolphson & Falk,,'08,[Multiple_languages]
490,266,1,3,2834100MB-01,5,オンリー・マン - サクラ大戦 帝劇歌謡全集,5.715,タチバナ・マリア,,,Japanese
1355,266,2,4,91809-A017,5,005-,5m 42sec,,  (unknown),,Jap.
494,268,1,4,165941-A011,8,008-Dikhel Khelel,5m 12sec,Taraf de de & Kocani Orkestar,Band of Gypsies 2 (2011),,unknown
